id,prov_id,provenance_url
dc/base/GeoBoundaries_Afghanistan,dc/base/GeoBoundaries_Afghanistan,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Norway,dc/base/GeoBoundaries_Norway,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/NOR/ADM1
dc/base/GeoBoundaries_Sudan,dc/base/GeoBoundaries_Sudan,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_CapeVerde_ADM2,dc/base/GeoBoundaries_CapeVerde_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/CPV/ADM2
dc/base/GoogleKGOnlyGeos,dc/base/GoogleKGOnlyGeos,https://www.google.com
dc/base/IndiaUDISEGeos,dc/base/IndiaUDISEGeos,http://pgi.seshagun.gov.in/BackEnd-master/api/report/getMasterData
dc/base/IndiaUDISEStateMappings,dc/base/IndiaUDISEStateMappings,http://pgi.seshagun.gov.in/BackEnd-master/api/report/getMasterData
dc/base/IndiaLGDCodes,dc/base/IndiaLGDCodes,https://lgdirectory.gov.in/downloadDirectory.do?OWASP_CSRFTOKEN=G4BW-2HK0-ZHUD-605W-VA1F-EAC8-M9J0-W4S5
dc/base/IndiaWaterQualityStations,dc/base/IndiaWaterQualityStations,https://indiawris.gov.in/wris
dc/base/GeoCoordinatesData_Oceans,dc/base/GeoCoordinatesData_Oceans,https://www.marineregions.org/sources.php#goas
dc/base/GeoGridPlace_1Deg_Contains_With_Oceans,dc/base/GeoGridPlace_1Deg_Contains_With_Oceans,https://www.marineregions.org/sources.php#goas
dc/base/Canada_Census_Places,dc/base/Canada_Census_Places,https://www12.statcan.gc.ca/census-recensement/2021/geo/sip-pis/boundary-limites/index2021-eng.cfm?year=21
dc/base/GeoCoordinatesData_UK,dc/base/GeoCoordinatesData_UK,https://geoportal.statistics.gov.uk/datasets/ons::lsoa-dec-2011-boundaries-generalised-clipped-bgc-ew-v3-2/explore
dc/base/EPA_Superfund_Sites,dc/base/EPA_Superfund_Sites,https://epa.maps.arcgis.com/apps/webappviewer/index.html?id=33cebcdfdd1b4c3a8b51d416956c41f1
dc/base/EPA_Superfund_Measurement_Sites,dc/base/EPA_Superfund_Measurement_Sites,https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.scs&id=0601269&doc=Y&colid=33990&region=06&type=SC
dc/base/GeoCoordinatesData,dc/base/GeoCoordinatesData,https://www.census.gov/geographies/reference-files/time-series/geo/gazetteer-files.2018.html
dc/base/GeoCoordinatesData_Simplified,dc/base/GeoCoordinatesData_Simplified,https://www.census.gov/geographies/reference-files/time-series/geo/gazetteer-files.2018.html
dc/base/BaseGeos,dc/base/BaseGeos,https://www.census.gov/geographies/reference-files.html
dc/base/IPCCPlaces_GeoCoordinates,dc/base/IPCCPlaces_GeoCoordinates,https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp
dc/base/IPCCPlaces,dc/base/IPCCPlaces,https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp
dc/base/NCES_PrivateSchool,dc/base/NCES_PrivateSchool,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx
dc/base/ABCDAntibodyAtlas,dc/base/ABCDAntibodyAtlas,https://web.expasy.org/abcd/
dc/base/RFFGridGeos,dc/base/RFFGridGeos,https://www.rff.org/publications/data-tools/
dc/base/TideGaugeStations,dc/base/TideGaugeStations,https://podaac.jpl.nasa.gov/
dc/base/S2Cells,dc/base/S2Cells,https://s2geometry.io/resources/s2cell_statistics.html
dc/base/Climate_StatVarCalculation,dc/base/Climate_StatVarCalculation,https://datacommons.org/
dc/base/DataCommons_CoverageStats,dc/base/DataCommons_CoverageStats,https://datacommons.org
dc/base/Energy_StatVarCalculation,dc/base/Energy_StatVarCalculation,https://datacommons.org/
dc/base/NearbyGeos,dc/base/NearbyGeos,https://datacommons.org
dc/base/RawStatVars,dc/base/RawStatVars,https://datacommons.org
dc/base/MolecularINTeractionDatabase,dc/base/MolecularINTeractionDatabase,https://mint.bio.uniroma2.it/
dc/base/ENCODE,dc/base/ENCODE,https://www.encodeproject.org/
dc/base/UniProt,dc/base/UniProt,https://www.uniprot.org/
dc/base/The_Sequence_Ontology,dc/base/The_Sequence_Ontology,http://www.sequenceontology.org/
dc/base/OCHAGeoCoordinates_Monaco,dc/base/OCHAGeoCoordinates_Monaco,https://data.humdata.org/dataset/whosonfirst-data-admin-mco
dc/base/OCHAGeoCoordinates_Liechtenstein,dc/base/OCHAGeoCoordinates_Liechtenstein,https://data.humdata.org/dataset/whosonfirst-data-admin-lie
dc/base/OCHAGeoCoordinates_Portugal,dc/base/OCHAGeoCoordinates_Portugal,https://data.humdata.org/dataset/whosonfirst-data-admin-prt
dc/base/RandolphGlacierInventory,dc/base/RandolphGlacierInventory,https://www.glims.org/RGI/rgi60_dl.html
dc/base/PlaceIdDcidMappings,dc/base/PlaceIdDcidMappings,https://www.google.com
dc/base/IndiaNSS_HealthAilments_StatVarAgg,dc/base/IndiaNSS_HealthAilments_StatVarAgg,https://ndap.niti.gov.in/dataset/7300
dc/base/ICTV_MasterSpeciesList,dc/base/ICTV_MasterSpeciesList,https://ictv.global/msl
dc/base/ICTV_VirusMetadataResource,dc/base/ICTV_VirusMetadataResource,https://ictv.global/vmr
dc/base/DiseasesJensenLab_Experiment,dc/base/DiseasesJensenLab_Experiment,https://download.jensenlab.org/human_disease_experiments_full.tsv
dc/base/DiseasesJensenLab_Knowledge,dc/base/DiseasesJensenLab_Knowledge,https://download.jensenlab.org/human_disease_knowledge_full.tsv
dc/base/DiseasesJensenLab_Textmining,dc/base/DiseasesJensenLab_Textmining,https://download.jensenlab.org/human_disease_textmining_full.tsv
dc/base/SIDER,dc/base/SIDER,http://sideeffects.embl.de/
dc/base/NYBG,dc/base/NYBG,https://nybg.org
dc/base/US_CRDC_Schools_Directory,dc/base/US_CRDC_Schools_Directory,https://ocrdata.ed.gov/data
dc/base/PharmGKB_Primary_Data,dc/base/PharmGKB_Primary_Data,https://www.pharmgkb.org/
dc/base/PharmGKB_Relationships,dc/base/PharmGKB_Relationships,https://www.pharmgkb.org/
dc/base/India_RBIStateDomesticProduct_StatVarAgg_AggCountry,dc/base/India_RBIStateDomesticProduct_StatVarAgg_AggCountry,https://rbi.org.in/
dc/base/India_RBIStateDomesticProduct_AggCountry,dc/base/India_RBIStateDomesticProduct_AggCountry,https://rbi.org.in/
dc/base/India_RBIStateDomesticProduct_StatVarAgg,dc/base/India_RBIStateDomesticProduct_StatVarAgg,https://rbi.org.in/
dc/base/ZurichGeoImport_ADM2,dc/base/ZurichGeoImport_ADM2,https://data.stadt-zuerich.ch/dataset/geo_stadtkreise
dc/base/WikidataGeo_Zurich_ADM1,dc/base/WikidataGeo_Zurich_ADM1,https://en.wikipedia.org/wiki/Subdivisions_of_Zurich
dc/base/WikidataGeo_Zurich_ADM2,dc/base/WikidataGeo_Zurich_ADM2,https://en.wikipedia.org/wiki/Subdivisions_of_Zurich
dc/base/ZurichGeoImport_ADM1,dc/base/ZurichGeoImport_ADM1,https://data.stadt-zuerich.ch/dataset/geo_stadtkreise
dc/base/WikidataGeo_Zurich_ADM3,dc/base/WikidataGeo_Zurich_ADM3,https://en.wikipedia.org/wiki/Subdivisions_of_Zurich
dc/base/ZurichGeoImport_ADM3,dc/base/ZurichGeoImport_ADM3,https://data.stadt-zuerich.ch/dataset/geo_stadtkreise
dc/base/DeepSolar_AggCensusTract_AggCounty,dc/base/DeepSolar_AggCensusTract_AggCounty,http://web.stanford.edu/group/deepsolar/home
dc/base/DeepSolar_AggCensusTract,dc/base/DeepSolar_AggCensusTract,http://web.stanford.edu/group/deepsolar/home
dc/base/HumanProteinAtlas,dc/base/HumanProteinAtlas,https://www.proteinatlas.org
dc/base/UNGeodataSimplified,dc/base/UNGeodataSimplified,https://geoportal.un.org/arcgis/apps/sites/#/geohub/datasets/d7caaff3ef4b4f7c82689b7c4694ad92/about
dc/base/OCHAGeoCoordinates_Tonga_ADM2,dc/base/OCHAGeoCoordinates_Tonga_ADM2,https://data.humdata.org/dataset/cod-ab-ton
dc/base/OCHAGeoCoordinates_ArabEmirates,dc/base/OCHAGeoCoordinates_ArabEmirates,https://data.humdata.org/dataset/cod-ab-are?
dc/base/OCHAGeoCoordinates_Simplified,dc/base/OCHAGeoCoordinates_Simplified,https://data.humdata.org
dc/base/OCHAGeoCoordinates_Jamaica,dc/base/OCHAGeoCoordinates_Jamaica,https://data.humdata.org/dataset/cod-ab-jam
dc/base/OCHAGeoCoordinates_Lithuania_ADM2,dc/base/OCHAGeoCoordinates_Lithuania_ADM2,https://data.humdata.org/dataset/whosonfirst-data-admin-ltu
dc/base/OCHAGeoCoordinates_Bahrain,dc/base/OCHAGeoCoordinates_Bahrain,https://data.humdata.org/dataset/cod-ab-bhr
dc/base/OCHAGeoCoordinates_Ukraine,dc/base/OCHAGeoCoordinates_Ukraine,https://data.humdata.org/dataset/cod-ab-ukr
dc/base/OCHAGeoCoordinates_SaudiArabia,dc/base/OCHAGeoCoordinates_SaudiArabia,https://data.humdata.org/dataset/whosonfirst-data-admin-sau
dc/base/OCHAGeoCoordinates_HongKong,dc/base/OCHAGeoCoordinates_HongKong,https://data.humdata.org/dataset/whosonfirst-data-admin-hkg
dc/base/OCHAGeoCoordinates_Somalia,dc/base/OCHAGeoCoordinates_Somalia,https://data.humdata.org/dataset/cod-ab-som
dc/base/OCHAGeoCoordinates_Kiribati,dc/base/OCHAGeoCoordinates_Kiribati,https://data.humdata.org/dataset/cod-ab-kir
dc/base/OCHAGeoCoordinates_Slovenia,dc/base/OCHAGeoCoordinates_Slovenia,https://data.humdata.org/dataset/whosonfirst-data-admin-svn
dc/base/OCHAGeoCoordinates_CapeVerde,dc/base/OCHAGeoCoordinates_CapeVerde,https://data.humdata.org/dataset/cod-ab-cpv
dc/base/OCHAGeoCoordinates_Congo,dc/base/OCHAGeoCoordinates_Congo,https://data.humdata.org/dataset/whosonfirst-data-admin-cod
dc/base/OCHAGeoCoordinates_Finland,dc/base/OCHAGeoCoordinates_Finland,https://data.humdata.org/dataset/whosonfirst-data-admin-fin
dc/base/OCHAGeoCoordinates_Somalia_ADM2,dc/base/OCHAGeoCoordinates_Somalia_ADM2,https://data.humdata.org/dataset/cod-ab-som
dc/base/OCHAGeoCoordinates_Gabon,dc/base/OCHAGeoCoordinates_Gabon,https://data.humdata.org/dataset/whosonfirst-data-admin-gab
dc/base/OCHAGeoCoordinates_Japan,dc/base/OCHAGeoCoordinates_Japan,https://data.humdata.org/dataset/cod-xa-jpn
dc/base/OCHAGeoCoordinates_Ireland,dc/base/OCHAGeoCoordinates_Ireland,https://data.humdata.org/dataset/whosonfirst-data-admin-irl
dc/base/OCHAGeoCoordinates_Gambia,dc/base/OCHAGeoCoordinates_Gambia,https://data.humdata.org/dataset/cod-ab-gmb
dc/base/OCHAGeoCoordinates_Tonga,dc/base/OCHAGeoCoordinates_Tonga,https://data.humdata.org/dataset/cod-ab-ton
dc/base/OCHAGeoCoordinates_Madagascar,dc/base/OCHAGeoCoordinates_Madagascar,https://data.humdata.org/dataset/whosonfirst-data-admin-mdg
dc/base/OCHAGeoCoordinates_Singapore,dc/base/OCHAGeoCoordinates_Singapore,https://data.humdata.org/dataset/whosonfirst-data-admin-sgp
dc/base/OCHAGeoCoordinatesExtended,dc/base/OCHAGeoCoordinatesExtended,https://data.humdata.org
dc/base/OCHAGeoCoordinates_Estonia,dc/base/OCHAGeoCoordinates_Estonia,https://data.humdata.org/dataset/whosonfirst-data-admin-est
dc/base/OCHAGeoCoordinates_Singapore_ADM2,dc/base/OCHAGeoCoordinates_Singapore_ADM2,https://data.humdata.org/dataset/whosonfirst-data-admin-sgp
dc/base/OCHAGeoCoordinates_Niger,dc/base/OCHAGeoCoordinates_Niger,https://data.humdata.org/dataset/whosonfirst-data-admin-ner
dc/base/OCHAGeoCoordinates_Luxembourg,dc/base/OCHAGeoCoordinates_Luxembourg,https://data.humdata.org/dataset/whosonfirst-data-admin-lux
dc/base/OCHAGeoCoordinates_TrinidadAndTobago,dc/base/OCHAGeoCoordinates_TrinidadAndTobago,https://data.humdata.org/dataset/cod-ab-tto
dc/base/OCHAGeoCoordinates,dc/base/OCHAGeoCoordinates,https://data.humdata.org
dc/base/OCHAGeoCoordinates_Lithuania,dc/base/OCHAGeoCoordinates_Lithuania,https://data.humdata.org/dataset/whosonfirst-data-admin-ltu
dc/base/OCHAGeoCoordinates_Ghana,dc/base/OCHAGeoCoordinates_Ghana,https://data.humdata.org/dataset/cod-ab-gha
dc/base/OCHAGeoCoordinates_Croatia,dc/base/OCHAGeoCoordinates_Croatia,https://data.humdata.org/dataset/whosonfirst-data-admin-hrv
dc/base/OCHAGeoCoordinates_Cyprus,dc/base/OCHAGeoCoordinates_Cyprus,https://data.humdata.org/dataset/whosonfirst-data-admin-cyp
dc/base/OCHAGeoCoordinates_Switzerland_ADM2,dc/base/OCHAGeoCoordinates_Switzerland_ADM2,https://data.humdata.org/dataset/whosonfirst-data-admin-che
dc/base/OCHAGeoCoordinates_France,dc/base/OCHAGeoCoordinates_France,https://data.humdata.org/dataset/whosonfirst-data-admin-fra
dc/base/OCHAGeoCoordinates_Greenland,dc/base/OCHAGeoCoordinates_Greenland,https://data.humdata.org/dataset/whosonfirst-data-admin-grl
dc/base/OCHAGeoCoordinates_Guinea_Bissau,dc/base/OCHAGeoCoordinates_Guinea_Bissau,https://data.humdata.org/dataset/cod-ab-gnb
dc/base/OCHAGeoCoordinates_Iceland,dc/base/OCHAGeoCoordinates_Iceland,https://data.humdata.org/dataset/whosonfirst-data-admin-isl
dc/base/OCHAGeoCoordinates_Guinea_Bissau_ADM2,dc/base/OCHAGeoCoordinates_Guinea_Bissau_ADM2,https://data.humdata.org/dataset/cod-ab-gnb
dc/base/USAN_Stems,dc/base/USAN_Stems,https://www.ama-assn.org/about/united-states-adopted-names/united-states-adopted-names-approved-stems
dc/base/DEA_ARCOS_AggState_AggCountry,dc/base/DEA_ARCOS_AggState_AggCountry,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
dc/base/DEA_ARCOS_AggState,dc/base/DEA_ARCOS_AggState,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
dc/base/EPA_EJSCREEN_AggCensusTract,dc/base/EPA_EJSCREEN_AggCensusTract,https://gaftp.epa.gov/EJSCREEN/
dc/base/EPA_EJSCREEN_AggCensusTract_AggCounty,dc/base/EPA_EJSCREEN_AggCensusTract_AggCounty,https://gaftp.epa.gov/EJSCREEN/
dc/base/EPA_GHGRP_AggCounty_AggState,dc/base/EPA_GHGRP_AggCounty_AggState,https://www.epa.gov/ghgreporting
dc/base/EPA_GHGRP_AggCounty,dc/base/EPA_GHGRP_AggCounty,https://www.epa.gov/ghgreporting
dc/base/EPA_GHGRP_AggCensusZipCodeTabulationArea,dc/base/EPA_GHGRP_AggCensusZipCodeTabulationArea,https://www.epa.gov/ghgreporting
dc/base/EarthquakeUSGS_Agg,dc/base/EarthquakeUSGS_Agg,https://earthquake.usgs.gov/
dc/base/DiseaseOntology,dc/base/DiseaseOntology,https://disease-ontology.org
dc/base/US_UrbanOrg_Colleges_Directory_IPEDS,dc/base/US_UrbanOrg_Colleges_Directory_IPEDS,https://educationdata.urban.org/documentation/colleges.html#ipeds_directory
dc/base/US_UrbanOrg_Schools_Directory,dc/base/US_UrbanOrg_Schools_Directory,"https://educationdata.urban.org/documentation/schools.html#ccd_directory,https://www.census.gov/programs-surveys/ccd/tables/ccd-crdc-schools-directory"
dc/base/CensusACS5YearSurvey_Demographics_StatVarAgg,dc/base/CensusACS5YearSurvey_Demographics_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_Person_Age_StatVarAgg,dc/base/CensusACS5YearSurvey_Person_Age_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_HousingUnit_HomeValue_StatVarAgg,dc/base/CensusACS5YearSurvey_HousingUnit_HomeValue_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SubjectTables_S1201_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S1201_StatVarAgg,https://data.census.gov/cedsci/table?q=S1201&tid=ACSST5Y2019.S1201
dc/base/CensusACS5YearSurvey_InArmedForces_StatVarAgg,dc/base/CensusACS5YearSurvey_InArmedForces_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SubjectTables_S0804_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0804_StatVarAgg,https://data.census.gov/table/ACSST5Y2022.S0804
dc/base/CensusACS5YearSurvey_SubjectTables_S1251_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S1251_StatVarAgg,https://data.census.gov/cedsci/table?q=S1251&tid=ACSST5Y2023.S1251
dc/base/CensusACS5YearSurvey_AbilityToSpeakEnglish_StatVarAgg,dc/base/CensusACS5YearSurvey_AbilityToSpeakEnglish_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SuperEnum,dc/base/CensusACS5YearSurvey_SuperEnum,https://www.census.gov/
dc/base/CensusACS5YearSurvey_HealthInsurance_StatVarAgg,dc/base/CensusACS5YearSurvey_HealthInsurance_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SubjectTables_S2408_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S2408_StatVarAgg,https://data.census.gov/cedsci/table?q=S2408&tid=ACSST5Y2023.S2408
dc/base/CensusACS5YearSurvey_AggCountry_SuperEnum,dc/base/CensusACS5YearSurvey_AggCountry_SuperEnum,https://www.census.gov/
dc/base/CensusACS5YearSurvey_Employment_StatVarAgg,dc/base/CensusACS5YearSurvey_Employment_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_Income_StatVarAgg,dc/base/CensusACS5YearSurvey_Income_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SubjectTables_S0504_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0504_StatVarAgg,https://data.census.gov/cedsci/table?q=S0504&tid=ACSST5Y2019.S0504
dc/base/CensusACS5YearSurvey_SubjectTables_S0801_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0801_StatVarAgg,https://data.census.gov/table/ACSST5Y2023.S0801
dc/base/CensusACS5YearSurvey_AggCountry,dc/base/CensusACS5YearSurvey_AggCountry,https://www.census.gov/
dc/base/CensusACS5YearSurvey_Education_StatVarAgg,dc/base/CensusACS5YearSurvey_Education_StatVarAgg,https://www.census.gov/
dc/base/ACSED5YrSurvey_StatVarAgg,dc/base/ACSED5YrSurvey_StatVarAgg,https://nces.ed.gov/programs/edge/Demographic/ACS
dc/base/CensusSAHIE_AggCountry,dc/base/CensusSAHIE_AggCountry,https://www.census.gov/programs-surveys/sahie.html
dc/base/FBIGovCrime_AggCountry,dc/base/FBIGovCrime_AggCountry,http://www.fbi.gov/services/cjis/ucr
dc/base/NASA_VIIRSActiveFiresEvents_Agg,dc/base/NASA_VIIRSActiveFiresEvents_Agg,https://firms.modaps.eosdis.nasa.gov/active_fire/
dc/base/NCES_PublicSchoolStats_SuperEnum,dc/base/NCES_PublicSchoolStats_SuperEnum,https://datacommons.org/
dc/base/NCES_SchoolDistrictStats_SuperEnum,dc/base/NCES_SchoolDistrictStats_SuperEnum,https://datacommons.org/
dc/base/NCES_PrivateSchoolStats_SuperEnum,dc/base/NCES_PrivateSchoolStats_SuperEnum,https://datacommons.org/
dc/base/NCBI_Assembly_Summary_Reports,dc/base/NCBI_Assembly_Summary_Reports,https://www.ncbi.nlm.nih.gov/assembly/
dc/base/NCBI_Gene,dc/base/NCBI_Gene,https://www.ncbi.nlm.nih.gov/gene
dc/base/NCBI_Taxonomy,dc/base/NCBI_Taxonomy,https://www.ncbi.nlm.nih.gov/taxonomy/
dc/base/MedicalSubjectHeadings,dc/base/MedicalSubjectHeadings,https://meshb.nlm.nih.gov/
dc/base/PubChem,dc/base/PubChem,https://pubchem.ncbi.nlm.nih.gov/
dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_AggPlace,dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_AggPlace,https://www.drought.gov/data-maps-tools/global-precipitation-climatology-centre-gpcc-standardized-precipitation-index-spi
dc/base/FireFAMWEB_Agg,dc/base/FireFAMWEB_Agg,https://fam.nwcg.gov/fam-web/
dc/base/WikidataGeo_Singapore,dc/base/WikidataGeo_Singapore,https://en.wikipedia.org/wiki/Regions_of_Singapore
dc/base/WikidataGeo_Afghanistan_ADM2,dc/base/WikidataGeo_Afghanistan_ADM2,https://en.wikipedia.org/wiki/Districts_of_Afghanistan
dc/base/WikidataGeo_Israel,dc/base/WikidataGeo_Israel,https://www.wikidata.org/
dc/base/WikidataGeo_Jordan,dc/base/WikidataGeo_Jordan,https://www.wikidata.org/
dc/base/WikidataGeo_Latvia,dc/base/WikidataGeo_Latvia,https://en.wikipedia.org/wiki/Administrative_divisions_of_Latvia
dc/base/WikidataGeo_TrinidadAndTobago,dc/base/WikidataGeo_TrinidadAndTobago,https://en.wikipedia.org/wiki/Regions_and_municipalities_of_Trinidad_and_Tobago
dc/base/WikidataOtherIdGeos,dc/base/WikidataOtherIdGeos,https://www.wikidata.org/
dc/base/WikidataGeo_BosniaAndHerzegovina_ADM2,dc/base/WikidataGeo_BosniaAndHerzegovina_ADM2,https://en.wikipedia.org/wiki/Cantons_of_the_Federation_of_Bosnia_and_Herzegovina
dc/base/WikidataGeo_Croatia,dc/base/WikidataGeo_Croatia,https://www.wikidata.org/
dc/base/WikidataGeo_OCHA_Ireland,dc/base/WikidataGeo_OCHA_Ireland,https://www.wikidata.org/
dc/base/WikidataGeo_Madagascar,dc/base/WikidataGeo_Madagascar,https://en.wikipedia.org/wiki/Regions_of_Madagascar
dc/base/WikidataIdDcidMappings,dc/base/WikidataIdDcidMappings,https://www.google.com
dc/base/WikidataGeo_Japan,dc/base/WikidataGeo_Japan,https://en.wikipedia.org/wiki/Prefectures_of_Japan
dc/base/WikidataGeo_Fiji,dc/base/WikidataGeo_Fiji,https://www.wikidata.org/
dc/base/WikidataGeo_Slovenia,dc/base/WikidataGeo_Slovenia,https://en.m.wikipedia.org/wiki/Municipalities_of_Slovenia
dc/base/WikidataGeo_Bahrain,dc/base/WikidataGeo_Bahrain,https://en.m.wikipedia.org/wiki/Governorates_of_Bahrain
dc/base/WikidataGeo_France,dc/base/WikidataGeo_France,https://en.wikipedia.org/wiki/Regions_of_France
dc/base/WikidataGeo_Federated_States_of_Micronesia,dc/base/WikidataGeo_Federated_States_of_Micronesia,https://www.wikidata.org/
dc/base/WikidataGeo_Cyprus,dc/base/WikidataGeo_Cyprus,https://www.wikidata.org/
dc/base/WikidataGeo_Guinea,dc/base/WikidataGeo_Guinea,https://www.wikidata.org/
dc/base/WikidataGeo_Somalia,dc/base/WikidataGeo_Somalia,https://en.wikipedia.org/wiki/States_and_regions_of_Somalia
dc/base/WikidataGeo_Niger,dc/base/WikidataGeo_Niger,https://www.wikidata.org/
dc/base/WikidataI18nNames,dc/base/WikidataI18nNames,https://www.wikidata.org/
dc/base/WikidataGeo_Switzerland_ADM2,dc/base/WikidataGeo_Switzerland_ADM2,https://en.wikipedia.org/wiki/Districts_of_Switzerland
dc/base/WikidataGeo_Somalia_ADM2,dc/base/WikidataGeo_Somalia_ADM2,https://en.wikipedia.org/wiki/States_and_regions_of_Somalia
dc/base/WikidataGeo_Pakistan,dc/base/WikidataGeo_Pakistan,https://www.wikidata.org/
dc/base/WikidataGeo_Jamaica,dc/base/WikidataGeo_Jamaica,https://en.wikipedia.org/wiki/Parishes_of_Jamaica
dc/base/WikidataGeo_Congo,dc/base/WikidataGeo_Congo,https://en.wikipedia.org/wiki/Provinces_of_the_Democratic_Republic_of_the_Congo
dc/base/WikidataGeo_Finland,dc/base/WikidataGeo_Finland,https://en.wikipedia.org/wiki/Counties_of_Finland
dc/base/WikidataGeo_Luxembourg,dc/base/WikidataGeo_Luxembourg,https://www.wikidata.org/
dc/base/WikidataGeo_Afghanistan,dc/base/WikidataGeo_Afghanistan,https://www.wikidata.org/
dc/base/WikidataGeo_Iceland,dc/base/WikidataGeo_Iceland,https://en.m.wikipedia.org/wiki/Regions_of_Iceland
dc/base/WikidataGeo_Lithuania,dc/base/WikidataGeo_Lithuania,https://en.m.wikipedia.org/wiki/Counties_of_Lithuania
dc/base/WikidataGeo_Myanmar,dc/base/WikidataGeo_Myanmar,https://www.wikidata.org/
dc/base/WikidataGeo_Ukraine,dc/base/WikidataGeo_Ukraine,https://www.wikidata.org/
dc/base/WikidataGeo_Gabon,dc/base/WikidataGeo_Gabon,https://www.wikidata.org/
dc/base/WikidataGeo_Greece,dc/base/WikidataGeo_Greece,https://en.wikipedia.org/wiki/Decentralized_administrations_of_Greece
dc/base/WikidataGeo_CapeVerde,dc/base/WikidataGeo_CapeVerde,https://en.m.wikipedia.org/wiki/Administrative_divisions_of_Cape_Verde
dc/base/WikidataGeo_Kiribati,dc/base/WikidataGeo_Kiribati,https://www.wikidata.org/
dc/base/WikidataGeo_Niger_ADM2,dc/base/WikidataGeo_Niger_ADM2,https://en.wikipedia.org/wiki/Departments_of_Niger
dc/base/WikidataGeo_Belarus,dc/base/WikidataGeo_Belarus,https://en.wikipedia.org/wiki/Regions_of_Belarus
dc/base/WikidataGeo_Guinea_Bissau,dc/base/WikidataGeo_Guinea_Bissau,https://www.wikidata.org/
dc/base/WikidataGeo_Lithuania_ADM2,dc/base/WikidataGeo_Lithuania_ADM2,https://en.wikipedia.org/wiki/Municipalities_of_Lithuania
dc/base/WikidataGeo_Dominica,dc/base/WikidataGeo_Dominica,https://en.wikipedia.org/wiki/Parishes_of_Dominica
dc/base/WikidataGeo_Honduras_ADM2,dc/base/WikidataGeo_Honduras_ADM2,https://en.wikipedia.org/wiki/Municipalities_of_Honduras
dc/base/WikidataGeo_Argentina,dc/base/WikidataGeo_Argentina,https://www.wikidata.org/
dc/base/WikidataGeo_UnitedKingdom,dc/base/WikidataGeo_UnitedKingdom,https://en.wikipedia.org/wiki/Countries_of_the_United_Kingdom
dc/base/WikidataGeo_Liechtenstein,dc/base/WikidataGeo_Liechtenstein,https://en.wikipedia.org/wiki/Municipalities_of_Liechtenstein
dc/base/WikidataGeo_NorthKorea,dc/base/WikidataGeo_NorthKorea,https://en.wikipedia.org/wiki/Administrative_divisions_of_North_Korea
dc/base/WikidataGeo_NewZealand,dc/base/WikidataGeo_NewZealand,https://www.wikidata.org/
dc/base/WikidataGeo_UnitedArabEmirates,dc/base/WikidataGeo_UnitedArabEmirates,https://www.wikidata.org/
dc/base/WikidataGeo_Latvia_ADM2,dc/base/WikidataGeo_Latvia_ADM2,https://en.wikipedia.org/wiki/Administrative_divisions_of_Latvia#Municipalities_as_of_2021
dc/base/WikidataGeo_Solomon_Islands,dc/base/WikidataGeo_Solomon_Islands,https://www.wikidata.org/
dc/base/WikidataGeo_Romania,dc/base/WikidataGeo_Romania,https://en.wikipedia.org/wiki/Administrative_divisions_of_Romania
dc/base/WikidataGeo_Norway,dc/base/WikidataGeo_Norway,https://en.wikipedia.org/wiki/Counties_of_Norway
dc/base/WikidataGeo_SouthKorea,dc/base/WikidataGeo_SouthKorea,https://www.wikidata.org/
dc/base/WikidataGeo_Guinea_Bissau_ADM2,dc/base/WikidataGeo_Guinea_Bissau_ADM2,https://en.wikipedia.org/wiki/Sectors_of_Guinea-Bissau
dc/base/WikidataGeo_Qatar,dc/base/WikidataGeo_Qatar,https://www.wikidata.org/
