id,prov_id,provenance_url
dc/base/OCHAGeoCoordinates_Madagascar,dc/base/OCHAGeoCoordinates_Madagascar,https://data.humdata.org/dataset/whosonfirst-data-admin-mdg
dc/base/OCHAGeoCoordinates_Singapore,dc/base/OCHAGeoCoordinates_Singapore,https://data.humdata.org/dataset/whosonfirst-data-admin-sgp
dc/base/OCHAGeoCoordinatesExtended,dc/base/OCHAGeoCoordinatesExtended,https://data.humdata.org
dc/base/OCHAGeoCoordinates_Estonia,dc/base/OCHAGeoCoordinates_Estonia,https://data.humdata.org/dataset/whosonfirst-data-admin-est
dc/base/OCHAGeoCoordinates_Singapore_ADM2,dc/base/OCHAGeoCoordinates_Singapore_ADM2,https://data.humdata.org/dataset/whosonfirst-data-admin-sgp
dc/base/OCHAGeoCoordinates_Niger,dc/base/OCHAGeoCoordinates_Niger,https://data.humdata.org/dataset/whosonfirst-data-admin-ner
dc/base/OCHAGeoCoordinates_Luxembourg,dc/base/OCHAGeoCoordinates_Luxembourg,https://data.humdata.org/dataset/whosonfirst-data-admin-lux
dc/base/OCHAGeoCoordinates_TrinidadAndTobago,dc/base/OCHAGeoCoordinates_TrinidadAndTobago,https://data.humdata.org/dataset/cod-ab-tto
dc/base/OCHAGeoCoordinates,dc/base/OCHAGeoCoordinates,https://data.humdata.org
dc/base/OCHAGeoCoordinates_Lithuania,dc/base/OCHAGeoCoordinates_Lithuania,https://data.humdata.org/dataset/whosonfirst-data-admin-ltu
dc/base/OCHAGeoCoordinates_Ghana,dc/base/OCHAGeoCoordinates_Ghana,https://data.humdata.org/dataset/cod-ab-gha
dc/base/OCHAGeoCoordinates_Croatia,dc/base/OCHAGeoCoordinates_Croatia,https://data.humdata.org/dataset/whosonfirst-data-admin-hrv
dc/base/OCHAGeoCoordinates_Cyprus,dc/base/OCHAGeoCoordinates_Cyprus,https://data.humdata.org/dataset/whosonfirst-data-admin-cyp
dc/base/OCHAGeoCoordinates_Switzerland_ADM2,dc/base/OCHAGeoCoordinates_Switzerland_ADM2,https://data.humdata.org/dataset/whosonfirst-data-admin-che
dc/base/OCHAGeoCoordinates_France,dc/base/OCHAGeoCoordinates_France,https://data.humdata.org/dataset/whosonfirst-data-admin-fra
dc/base/OCHAGeoCoordinates_Greenland,dc/base/OCHAGeoCoordinates_Greenland,https://data.humdata.org/dataset/whosonfirst-data-admin-grl
dc/base/OCHAGeoCoordinates_Iceland,dc/base/OCHAGeoCoordinates_Iceland,https://data.humdata.org/dataset/whosonfirst-data-admin-isl
dc/base/OCHAGeoCoordinates_Guinea_Bissau_ADM2,dc/base/OCHAGeoCoordinates_Guinea_Bissau_ADM2,https://data.humdata.org/dataset/cod-ab-gnb
dc/base/USAN_Stems,dc/base/USAN_Stems,https://www.ama-assn.org/about/united-states-adopted-names/united-states-adopted-names-approved-stems
dc/base/EPA_EJSCREEN_AggCensusTract,dc/base/EPA_EJSCREEN_AggCensusTract,https://gaftp.epa.gov/EJSCREEN/
dc/base/EPA_GHGRP_AggCounty_AggState,dc/base/EPA_GHGRP_AggCounty_AggState,https://www.epa.gov/ghgreporting
dc/base/EPA_GHGRP_AggCounty,dc/base/EPA_GHGRP_AggCounty,https://www.epa.gov/ghgreporting
dc/base/EPA_GHGRP_AggCensusZipCodeTabulationArea,dc/base/EPA_GHGRP_AggCensusZipCodeTabulationArea,https://www.epa.gov/ghgreporting
dc/base/EarthquakeUSGS_Agg,dc/base/EarthquakeUSGS_Agg,https://earthquake.usgs.gov/
dc/base/DiseaseOntology,dc/base/DiseaseOntology,https://disease-ontology.org
dc/base/US_UrbanOrg_Colleges_Directory_IPEDS,dc/base/US_UrbanOrg_Colleges_Directory_IPEDS,https://educationdata.urban.org/documentation/colleges.html#ipeds_directory
dc/base/US_UrbanOrg_Schools_Directory,dc/base/US_UrbanOrg_Schools_Directory,"https://educationdata.urban.org/documentation/schools.html#ccd_directory,https://www.census.gov/programs-surveys/ccd/tables/ccd-crdc-schools-directory"
dc/base/CensusACS5YearSurvey_Demographics_StatVarAgg,dc/base/CensusACS5YearSurvey_Demographics_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_Person_Age_StatVarAgg,dc/base/CensusACS5YearSurvey_Person_Age_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_HousingUnit_HomeValue_StatVarAgg,dc/base/CensusACS5YearSurvey_HousingUnit_HomeValue_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_InArmedForces_StatVarAgg,dc/base/CensusACS5YearSurvey_InArmedForces_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SubjectTables_S0804_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0804_StatVarAgg,https://data.census.gov/table/ACSST5Y2022.S0804
dc/base/CensusACS5YearSurvey_SubjectTables_S1251_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S1251_StatVarAgg,https://data.census.gov/cedsci/table?q=S1251&tid=ACSST5Y2023.S1251
dc/base/CensusACS5YearSurvey_AbilityToSpeakEnglish_StatVarAgg,dc/base/CensusACS5YearSurvey_AbilityToSpeakEnglish_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SuperEnum,dc/base/CensusACS5YearSurvey_SuperEnum,https://www.census.gov/
dc/base/CensusACS5YearSurvey_HealthInsurance_StatVarAgg,dc/base/CensusACS5YearSurvey_HealthInsurance_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SubjectTables_S2408_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S2408_StatVarAgg,https://data.census.gov/cedsci/table?q=S2408&tid=ACSST5Y2023.S2408
dc/base/CensusACS5YearSurvey_AggCountry_SuperEnum,dc/base/CensusACS5YearSurvey_AggCountry_SuperEnum,https://www.census.gov/
dc/base/CensusACS5YearSurvey_Employment_StatVarAgg,dc/base/CensusACS5YearSurvey_Employment_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_Income_StatVarAgg,dc/base/CensusACS5YearSurvey_Income_StatVarAgg,https://www.census.gov/
dc/base/CensusACS5YearSurvey_SubjectTables_S0504_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0504_StatVarAgg,https://data.census.gov/cedsci/table?q=S0504&tid=ACSST5Y2019.S0504
dc/base/CensusACS5YearSurvey_SubjectTables_S0801_StatVarAgg,dc/base/CensusACS5YearSurvey_SubjectTables_S0801_StatVarAgg,https://data.census.gov/table/ACSST5Y2023.S0801
dc/base/CensusACS5YearSurvey_AggCountry,dc/base/CensusACS5YearSurvey_AggCountry,https://www.census.gov/
dc/base/CensusACS5YearSurvey_Education_StatVarAgg,dc/base/CensusACS5YearSurvey_Education_StatVarAgg,https://www.census.gov/
dc/base/CensusSAHIE_AggCountry,dc/base/CensusSAHIE_AggCountry,https://www.census.gov/programs-surveys/sahie.html
dc/base/NASA_VIIRSActiveFiresEvents_Agg,dc/base/NASA_VIIRSActiveFiresEvents_Agg,https://firms.modaps.eosdis.nasa.gov/active_fire/
dc/base/NCES_PublicSchoolStats_SuperEnum,dc/base/NCES_PublicSchoolStats_SuperEnum,https://datacommons.org/
dc/base/NCES_SchoolDistrictStats_SuperEnum,dc/base/NCES_SchoolDistrictStats_SuperEnum,https://datacommons.org/
dc/base/NCES_PrivateSchoolStats_SuperEnum,dc/base/NCES_PrivateSchoolStats_SuperEnum,https://datacommons.org/
dc/base/NCBI_Assembly_Summary_Reports,dc/base/NCBI_Assembly_Summary_Reports,https://www.ncbi.nlm.nih.gov/assembly/
dc/base/NCBI_Gene,dc/base/NCBI_Gene,https://www.ncbi.nlm.nih.gov/gene
dc/base/NCBI_Taxonomy,dc/base/NCBI_Taxonomy,https://www.ncbi.nlm.nih.gov/taxonomy/
dc/base/MedicalSubjectHeadings,dc/base/MedicalSubjectHeadings,https://meshb.nlm.nih.gov/
dc/base/PubChem,dc/base/PubChem,https://pubchem.ncbi.nlm.nih.gov/
dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_AggPlace,dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_AggPlace,https://www.drought.gov/data-maps-tools/global-precipitation-climatology-centre-gpcc-standardized-precipitation-index-spi
dc/base/FireFAMWEB_Agg,dc/base/FireFAMWEB_Agg,https://fam.nwcg.gov/fam-web/
dc/base/WikidataGeo_Singapore,dc/base/WikidataGeo_Singapore,https://en.wikipedia.org/wiki/Regions_of_Singapore
dc/base/WikidataGeo_Afghanistan_ADM2,dc/base/WikidataGeo_Afghanistan_ADM2,https://en.wikipedia.org/wiki/Districts_of_Afghanistan
dc/base/WikidataGeo_OCHA_Ireland,dc/base/WikidataGeo_OCHA_Ireland,https://www.wikidata.org/
dc/base/WikidataGeo_Slovenia,dc/base/WikidataGeo_Slovenia,https://en.m.wikipedia.org/wiki/Municipalities_of_Slovenia
dc/base/WikidataGeo_France,dc/base/WikidataGeo_France,https://en.wikipedia.org/wiki/Regions_of_France
dc/base/WikidataGeo_Federated_States_of_Micronesia,dc/base/WikidataGeo_Federated_States_of_Micronesia,https://www.wikidata.org/
dc/base/WikidataGeo_Niger,dc/base/WikidataGeo_Niger,https://www.wikidata.org/
dc/base/WikidataGeo_Congo,dc/base/WikidataGeo_Congo,https://en.wikipedia.org/wiki/Provinces_of_the_Democratic_Republic_of_the_Congo
dc/base/WikidataGeo_Lithuania,dc/base/WikidataGeo_Lithuania,https://en.m.wikipedia.org/wiki/Counties_of_Lithuania
dc/base/WikidataGeo_Myanmar,dc/base/WikidataGeo_Myanmar,https://www.wikidata.org/
dc/base/WikidataGeo_Greece,dc/base/WikidataGeo_Greece,https://en.wikipedia.org/wiki/Decentralized_administrations_of_Greece
dc/base/WikidataGeo_Lithuania_ADM2,dc/base/WikidataGeo_Lithuania_ADM2,https://en.wikipedia.org/wiki/Municipalities_of_Lithuania
dc/base/WikidataGeo_Liechtenstein,dc/base/WikidataGeo_Liechtenstein,https://en.wikipedia.org/wiki/Municipalities_of_Liechtenstein
dc/base/WikidataGeo_UnitedArabEmirates,dc/base/WikidataGeo_UnitedArabEmirates,https://www.wikidata.org/
dc/base/WikidataGeo_Latvia_ADM2,dc/base/WikidataGeo_Latvia_ADM2,https://en.wikipedia.org/wiki/Administrative_divisions_of_Latvia#Municipalities_as_of_2021
dc/base/WikidataGeo_SouthKorea,dc/base/WikidataGeo_SouthKorea,https://www.wikidata.org/
dc/base/WikidataGeo_Monaco,dc/base/WikidataGeo_Monaco,https://en.m.wikipedia.org/wiki/Municipality_of_Monaco
dc/base/WikidataGeo_Greenland,dc/base/WikidataGeo_Greenland,https://en.wikipedia.org/wiki/Administrative_divisions_of_Greenland
dc/base/WikidataGeo_Portugal,dc/base/WikidataGeo_Portugal,https://en.wikipedia.org/wiki/Administrative_divisions_of_Portugal
dc/base/WikidataGeo_Tonga_ADM2,dc/base/WikidataGeo_Tonga_ADM2,https://en.wikipedia.org/wiki/Administrative_divisions_of_Tonga
dc/base/WikidataGeo_Madagascar_ADM2,dc/base/WikidataGeo_Madagascar_ADM2,https://en.wikipedia.org/wiki/Districts_of_Madagascar
dc/base/WikidataGeo_Gambia,dc/base/WikidataGeo_Gambia,https://www.wikidata.org/
dc/base/FireWFIGS_Agg,dc/base/FireWFIGS_Agg,https://data-nifc.opendata.arcgis.com/datasets/nifc::wfigs-wildland-fire-locations-full-history/about
dc/base/WorldBankCountryBoundaries,dc/base/WorldBankCountryBoundaries,https://datacatalog.worldbank.org/dataset/world-bank-official-boundaries
dc/base/ATC_Codes,dc/base/ATC_Codes,https://www.whocc.no/atc_ddd_index/
dc/base/Covid19IndiaData,dc/base/Covid19IndiaData,http://projects.datameet.org/covid19/
dc/base/OECDRegionalDemography_Person_Age_StatVarAgg,dc/base/OECDRegionalDemography_Person_Age_StatVarAgg,https://datacommons.org/
dc/base/RFF_USGridGeo_WeatherVariabilityForecast_AggCounty,dc/base/RFF_USGridGeo_WeatherVariabilityForecast_AggCounty,https://www.rff.org/publications/data-tools/
dc/base/USNationalPrisonerStatistics_Crime_StatVarAgg,dc/base/USNationalPrisonerStatistics_Crime_StatVarAgg,https://www.bjs.gov/index.cfm?ty=dcdetail&iid=269
dc/base/USDA_AgricultureCensus_Agriculture_StatVarAgg,dc/base/USDA_AgricultureCensus_Agriculture_StatVarAgg,https://www.nass.usda.gov/AgCensus/
dc/base/IndiaCensus_PrimaryReligion,dc/base/IndiaCensus_PrimaryReligion,https://censusindia.gov.in/
dc/base/IndiaCensus_Primary,dc/base/IndiaCensus_Primary,https://censusindia.gov.in/
dc/base/IndiaCensus_PrimarySC,dc/base/IndiaCensus_PrimarySC,https://censusindia.gov.in/
dc/base/IndiaCensus_PrimaryHouseless,dc/base/IndiaCensus_PrimaryHouseless,https://censusindia.gov.in/
dc/base/IndiaCensus_PrimaryST,dc/base/IndiaCensus_PrimaryST,https://censusindia.gov.in/
dc/base/IndiaEnergy,dc/base/IndiaEnergy,https://niti.gov.in/edm/
dc/base/IndiaNSS_HealthAilments,dc/base/IndiaNSS_HealthAilments,https://ndap.niti.gov.in/dataset/7300
dc/base/India_GeoSadak,dc/base/India_GeoSadak,https://geosadak-pmgsy.nic.in/
dc/base/IndiaUDISESchoolsDropoutRate,dc/base/IndiaUDISESchoolsDropoutRate,https://dashboard.udiseplus.gov.in/
dc/base/IndiaUDISESchoolsWithToilets,dc/base/IndiaUDISESchoolsWithToilets,https://dashboard.udiseplus.gov.in/
dc/base/IndiaUDISESchoolsWithComputer,dc/base/IndiaUDISESchoolsWithComputer,https://dashboard.udiseplus.gov.in/
dc/base/IndiaUDISESchools,dc/base/IndiaUDISESchools,https://dashboard.udiseplus.gov.in/
dc/base/IndiaUDISESchoolsWithInternet,dc/base/IndiaUDISESchoolsWithInternet,https://dashboard.udiseplus.gov.in/
dc/base/IndiaPLFS_Wages,dc/base/IndiaPLFS_Wages,https://mospi.gov.in/web/plfs
dc/base/IndiaPLFS_DailyWages,dc/base/IndiaPLFS_DailyWages,https://mospi.gov.in/web/plfs
dc/base/IndiaWRISWaterQuality,dc/base/IndiaWRISWaterQuality,https://indiawris.gov.in/wris
dc/base/India_LifeExpectancy,dc/base/India_LifeExpectancy,https://ndap.niti.gov.in/dataset/7375
dc/base/IndiaPoverty,dc/base/IndiaPoverty,https://socialjustice.gov.in/common/76672
dc/base/IndiaRBI_UnemploymentRate,dc/base/IndiaRBI_UnemploymentRate,https://rbi.org.in/
dc/base/India_Aadhaar_Statisics,dc/base/India_Aadhaar_Statisics,https://uidai.gov.in/aadhaar_dashboard/india.php
dc/base/BIS_CentralBankPolicyRate,dc/base/BIS_CentralBankPolicyRate,https://data.bis.org/topics/CBPOL/data
dc/base/MOSPI_IndiaPLFS_DailyWages,dc/base/MOSPI_IndiaPLFS_DailyWages,https://esankhyiki.mospi.gov.in/macroindicators?product=plfs
dc/base/MOSPI_IndiaPLFS_MonthlyWages,dc/base/MOSPI_IndiaPLFS_MonthlyWages,https://esankhyiki.mospi.gov.in/macroindicators?product=plfs
dc/base/WRIS_India_Rainfall,dc/base/WRIS_India_Rainfall,https://indiawris.gov.in/wris/#/DataDownload
dc/base/Brazil_RuralDevelopmentProgram,dc/base/Brazil_RuralDevelopmentProgram,https://aplicacoes.cidadania.gov.br/vis/data3/data-explorer.php
dc/base/Brazil_FoodDsitribution,dc/base/Brazil_FoodDsitribution,https://aplicacoes.cidadania.gov.br/vis/data3/data-explorer.php
dc/base/Brazil_Census,dc/base/Brazil_Census,https://www.ibge.gov.br/en/statistics/social/population.html
dc/base/CRDC_EducationSchool_HarassmentOrBullying,dc/base/CRDC_EducationSchool_HarassmentOrBullying,https://ocrdata.ed.gov/data
dc/base/CRDC_Education_Discipline_Attendance,dc/base/CRDC_Education_Discipline_Attendance,https://civilrightsdata.ed.gov/data
dc/base/ClimateTrace_GreenhouseGas,dc/base/ClimateTrace_GreenhouseGas,https://api.climatetrace.org/
dc/base/ClimateTrace_GHG_Emissions,dc/base/ClimateTrace_GHG_Emissions,https://api.climatetrace.org/
dc/base/DynamicWorld_FloodEvents_AutoRefresh,dc/base/DynamicWorld_FloodEvents_AutoRefresh,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
dc/base/Copernicus_GlobalLandCoverLayers,dc/base/Copernicus_GlobalLandCoverLayers,https://land.copernicus.eu/global/lcviewer
dc/base/Cotedivoire_Census,dc/base/Cotedivoire_Census,https://cotedivoire.opendataforafrica.org/
dc/base/CanadaStatistics,dc/base/CanadaStatistics,https://www150.statcan.gc.ca/n1/en/type/data?MM=1
dc/base/CycloneNOAA_Paths,dc/base/CycloneNOAA_Paths,https://www.ncei.noaa.gov/products/international-best-track-archive
dc/base/DynamicWorld_Floods,dc/base/DynamicWorld_Floods,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
dc/base/EuroStatHealth_AlcoholConsumption,dc/base/EuroStatHealth_AlcoholConsumption,https://ec.europa.eu/eurostat/web/main/data/database
dc/base/EthiopiaStatistics,dc/base/EthiopiaStatistics,https://ethiopia.opendataforafrica.org/data/#menu=topic
dc/base/Eurostat_Early_Education_Training,dc/base/Eurostat_Early_Education_Training,https://ec.europa.eu/eurostat/databrowser/view/sdg_04_30__custom_7874475/default/table?lang=en
dc/base/FAO_Currency_statvar,dc/base/FAO_Currency_statvar,https://www.fao.org/faostat/en/#data/PE/metadata
dc/base/India_Literacy,dc/base/India_Literacy,https://mospi.gov.in/web/nss
dc/base/India_NFHS,dc/base/India_NFHS,"https://ndap.niti.gov.in/dataset/6821, https://ndap.niti.gov.in/dataset/7034, https://ndap.niti.gov.in/dataset/6822"
dc/base/IPEDS_StudentToFacultyRatio,dc/base/IPEDS_StudentToFacultyRatio,https://nces.ed.gov/ipeds/datacenter/DataFiles.aspx?gotoReportId=7&fromIpeds=true&sid=859539d0-db09-4d03-a36a-eabf93d07355&rtid=1
dc/base/Ireland_Census,dc/base/Ireland_Census,https://www.cso.ie/en/index.html
dc/base/India_aqi,dc/base/India_aqi,https://app.cpcbccr.com/AQI_India/
dc/base/India_NationalAccountsStatistics,dc/base/India_NationalAccountsStatistics,https://esankhyiki.mospi.gov.in/macroindicators?product=nas
dc/base/India_SDG_Index,dc/base/India_SDG_Index,https://sdgindiaindex.niti.gov.in/#/download
dc/base/MexicoCensus,dc/base/MexicoCensus,https://www.inegi.org.mx/temas/
dc/base/Kenya_Census,dc/base/Kenya_Census,https://kenya.opendataforafrica.org/
dc/base/NITIIndiaPopulationProjection,dc/base/NITIIndiaPopulationProjection,"https://ndap.niti.gov.in/dataset/7208, https://ndap.niti.gov.in/dataset/7209"
dc/base/NASA_VIIRSActiveFiresEvents,dc/base/NASA_VIIRSActiveFiresEvents,https://www.earthdata.nasa.gov/learn/find-data/near-real-time/firms/vnp14imgtdlnrt
dc/base/NASA_VIIRSActiveFiresEvent_Observations,dc/base/NASA_VIIRSActiveFiresEvent_Observations,https://www.earthdata.nasa.gov/learn/find-data/near-real-time/firms/vnp14imgtdlnrt
dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex,dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex,https://www.drought.gov/data-maps-tools/global-precipitation-climatology-centre-gpcc-standardized-precipitation-index-spi
dc/base/NOAA_GFS_WeatherForecast,dc/base/NOAA_GFS_WeatherForecast,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
dc/base/NOAA_CoastWatch_SeaSurfaceSalinity,dc/base/NOAA_CoastWatch_SeaSurfaceSalinity,https://coastwatch.noaa.gov/erddap/griddap/noaacwSMAPsss3Daily.html
dc/base/NigeriaStatistics,dc/base/NigeriaStatistics,https://nigeria.opendataforafrica.org
dc/base/OECDQuarterlyGDP,dc/base/OECDQuarterlyGDP,https://data-explorer.oecd.org/vis?fs[0]=Topic%2C1%7CEconomy%23ECO%23%7CNational%20accounts%23ECO_NAD%23&fs[1]=Topic%2C3%7CEconomy%23ECO%23%7CNational%20accounts%23ECO_NAD%23%7CGDP%20and%20non-financial%20accounts%23ECO_NAD_GNF%23%7CGDP%20and%20components%23ECO_NAD_GNF_GDP%23&pg=0&fc=Topic&snb=22&vw=ov&df[ds]=dsDisseminateFinalDMZ&df[id]=DSD_NAMAIN1%40DF_QNA_EXPENDITURE_GROWTH_OECD&df[ag]=OECD.SDD.NAD&df[vs]=&dq=Q.....B1GQ......G1.&to[TIME_PERIOD]=false&ly[cl]=TIME_PERIOD&ly[rw]=REF_AREA&lb=bt&pd=%2C
dc/base/OECD_Air_GHG_emissions,dc/base/OECD_Air_GHG_emissions,https://data.oecd.org/air/air-and-ghg-emissions.htm
dc/base/OECD_Waste_Water_Treatment,dc/base/OECD_Waste_Water_Treatment,https://www.oecd.org/
dc/base/Singapore_Census,dc/base/Singapore_Census,https://www.singstat.gov.sg/
dc/base/RandolphGlacierInventory_Area,dc/base/RandolphGlacierInventory_Area,https://www.glims.org/RGI/rgi60_dl.html
dc/base/OWID_COVID19,dc/base/OWID_COVID19,https://ourworldindata.org/coronavirus
dc/base/SouthAfrica_Census,dc/base/SouthAfrica_Census,https://southafrica.opendataforafrica.org/
dc/base/SouthKorea_Health,dc/base/SouthKorea_Health,https://kosis.kr/eng/statisticsList/statisticsListIndex.do
dc/base/SouthKorea_Employment,dc/base/SouthKorea_Employment,https://kosis.kr/eng/statisticsList/statisticsListIndex.do
dc/base/SouthKorea_Education,dc/base/SouthKorea_Education,https://kosis.kr/eng/
dc/base/SouthAfrica_Budget,dc/base/SouthAfrica_Budget,https://github.com/dsfsi/data-commons-data/tree/master/data/budget%20data/csv
dc/base/Subnational_Demographics_Stats,dc/base/Subnational_Demographics_Stats,https://databank.worldbank.org/source/subnational-population
dc/base/UAE_Population,dc/base/UAE_Population,https://bayanat.ae/en/Data?query=population
dc/base/UNSDGrossValueAdded,dc/base/UNSDGrossValueAdded,https://unstats.un.org/home/
dc/base/UN_SDG,dc/base/UN_SDG,https://unstats.un.org/sdgs/dataportal
dc/base/USMonthlyRetailSales,dc/base/USMonthlyRetailSales,https://www.census.gov/retail/index.html
dc/base/UN_WHO,dc/base/UN_WHO,https://www.who.int/data
dc/base/Uganda_Census,dc/base/Uganda_Census,https://uganda.opendataforafrica.org/
dc/base/WHO_COVID19,dc/base/WHO_COVID19,https://data.who.int/dashboards/covid19/data?n=c
dc/base/WetBulbTemperatureEvents_AutoRefresh,dc/base/WetBulbTemperatureEvents_AutoRefresh,https://datacommons.org/
dc/base/WetBulbTemperatureEventPlaces_AutoRefresh,dc/base/WetBulbTemperatureEventPlaces_AutoRefresh,https://datacommons.org/
dc/base/WorldBankDatasets,dc/base/WorldBankDatasets,https://databank.worldbank.org/source/world-development-indicators
dc/base/WHO_GHO,dc/base/WHO_GHO,https://www.who.int/data/gho
dc/base/Copernicus_ECMWF_ERA5_Monthly_AggrYearsStats,dc/base/Copernicus_ECMWF_ERA5_Monthly_AggrYearsStats,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
dc/base/CensusACS5YearSurvey_SubjectTables_S1901,dc/base/CensusACS5YearSurvey_SubjectTables_S1901,https://data.census.gov/cedsci/table?q=S1901&tid=ACSST5Y2023.S1901
dc/base/CensusACS5YearSurvey_SubjectTables_S2602PR,dc/base/CensusACS5YearSurvey_SubjectTables_S2602PR,https://data.census.gov/cedsci/table?q=S2602PR&tid=ACSST5Y2023.S2602PR
dc/base/CensusACSBtable5YearSurvey_Btable_B25031,dc/base/CensusACSBtable5YearSurvey_Btable_B25031,https://data.census.gov/table/ACSDT5Y2022.B25031
dc/base/CensusACS5YearSurvey_SubjectTables_S0701PR,dc/base/CensusACS5YearSurvey_SubjectTables_S0701PR,https://data.census.gov/cedsci/table?q=S0701PR&tid=ACSST5Y2023.S0701PR
dc/base/CensusACS5YearSurvey_SubjectTables_S1810,dc/base/CensusACS5YearSurvey_SubjectTables_S1810,https://data.census.gov/table/ACSST5Y2023.S1810?q=S1810
dc/base/CensusACS5YearSurvey_SubjectTables_S2704,dc/base/CensusACS5YearSurvey_SubjectTables_S2704,https://data.census.gov/cedsci/table?q=S2704&tid=ACSST5Y2023.S2704
dc/base/CensusACS5YearSurvey_SubjectTables_S2701,dc/base/CensusACS5YearSurvey_SubjectTables_S2701,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2023.S2701
dc/base/CensusACS5YearSurvey_SubjectTables_S2409,dc/base/CensusACS5YearSurvey_SubjectTables_S2409,https://data.census.gov/cedsci/table?q=S2409&tid=ACSST1Y2023.S2409
dc/base/CensusACS5YearSurvey_SubjectTables_S2418,dc/base/CensusACS5YearSurvey_SubjectTables_S2418,https://data.census.gov/cedsci/table?q=S2418&tid=ACSST5Y2023.S2418
dc/base/CensusACS5YearSurvey_SubjectTables_S1251,dc/base/CensusACS5YearSurvey_SubjectTables_S1251,https://data.census.gov/cedsci/table?q=S1251&tid=ACSST5Y2023.S1251
dc/base/CensusACS5YearSurvey,dc/base/CensusACS5YearSurvey,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
dc/base/CensusACS5YearSurvey_SubjectTables_S2201,dc/base/CensusACS5YearSurvey_SubjectTables_S2201,https://data.census.gov/table/ACSST5Y2023.S2201?q=S2201
dc/base/CensusACS5YearSurvey_SubjectTables_S2502,dc/base/CensusACS5YearSurvey_SubjectTables_S2502,https://data.census.gov/cedsci/table?q=S2502&tid=ACSST5Y2023.S2502
dc/base/CensusACS5YearSurvey_SubjectTables_S1301,dc/base/CensusACS5YearSurvey_SubjectTables_S1301,https://data.census.gov/cedsci/table?q=S1301&tid=ACSST5Y2023.S1301
dc/base/CensusACS5YearSurvey_SubjectTables_S2405,dc/base/CensusACS5YearSurvey_SubjectTables_S2405,https://data.census.gov/cedsci/table?q=S2405&tid=ACSST5Y2023.S2405
dc/base/CensusACS5YearSurvey_SubjectTables_S2702PR,dc/base/CensusACS5YearSurvey_SubjectTables_S2702PR,https://data.census.gov/cedsci/table?q=S2702PR&tid=ACSST5Y2013.S2702PR
dc/base/CensusACS5YearSurvey_SubjectTables_S2703,dc/base/CensusACS5YearSurvey_SubjectTables_S2703,https://data.census.gov/cedsci/table?q=S2703&tid=ACSST5Y2023.S2703
dc/base/CensusACS5YearSurvey_SubjectTables_S2001,dc/base/CensusACS5YearSurvey_SubjectTables_S2001,https://data.census.gov/cedsci/table?q=S2001&tid=ACSST1Y2023.S2001
dc/base/CensusACS5YearSurvey_SubjectTables_S1603,dc/base/CensusACS5YearSurvey_SubjectTables_S1603,https://data.census.gov/cedsci/table?q=S1603&tid=ACSST5Y2023.S1603
dc/base/CensusACS5YearSurvey_SubjectTables_S2603,dc/base/CensusACS5YearSurvey_SubjectTables_S2603,https://data.census.gov/cedsci/table?q=S2603&tid=ACSST5Y2023.S2603
dc/base/CensusACS5YearSurvey_SubjectTables_S2601APR,dc/base/CensusACS5YearSurvey_SubjectTables_S2601APR,https://data.census.gov/cedsci/table?q=S2601APR&tid=ACSST5Y2023.S2601APR
dc/base/CensusACS5YearSurvey_SubjectTables_S1903,dc/base/CensusACS5YearSurvey_SubjectTables_S1903,https://data.census.gov/cedsci/table?q=S1903&tid=ACSST5Y2023.S1903
dc/base/CensusACS5YearSurvey_SubjectTables_S2303,dc/base/CensusACS5YearSurvey_SubjectTables_S2303,https://data.census.gov/cedsci/table?q=S2303&tid=ACSST5Y2023.S2303
dc/base/CensusACS5YearSurvey_SubjectTables_S2407,dc/base/CensusACS5YearSurvey_SubjectTables_S2407,https://data.census.gov/cedsci/table?q=S2407&tid=ACSST5Y2023.S2407
